entity_code,period_end,period_type,statement_scope,currency,unit,line_item,value,data_status,source_document_id,source_page,extraction_method,notes
SYNTH_MWG_GROUP,2025-12-31,FY,consolidated,VND,VND_bn,receivables,6500,synthetic,SYNTHETIC-MWG-FY2025,,manual,Illustrative fixture only
SYNTH_MWG_GROUP,2025-12-31,FY,consolidated,VND,VND_bn,payables,19500,synthetic,SYNTHETIC-MWG-FY2025,,manual,Illustrative fixture only
SYNTH_MWG_GROUP,2025-12-31,FY,consolidated,VND,VND_bn,total_debt,24000,synthetic,SYNTHETIC-MWG-FY2025,,manual,Illustrative fixture only
SYNTH_MWG_GROUP,2025-12-31,FY,consolidated,VND,VND_bn,operating_cash_flow,8500,synthetic,SYNTHETIC-MWG-FY2025,,manual,Illustrative fixture only
SYNTH_MWG_GROUP,2025-12-31,FY,consolidated,VND,VND_bn,investing_cash_flow,-3500,synthetic,SYNTHETIC-MWG-FY2025,,manual,Illustrative fixture only
SYNTH_MWG_GROUP,2025-12-31,FY,consolidated,VND,VND_bn,financing_cash_flow,-2000,synthetic,SYNTHETIC-MWG-FY2025,,manual,Illustrative fixture only
SYNTH_MWG_GROUP,2025-12-31,FY,consolidated,VND,VND_bn,fx_cash_effect,0,synthetic,SYNTHETIC-MWG-FY2025,,manual,Illustrative fixture only
SYNTH_MWG_GROUP,2025-12-31,FY,consolidated,VND,VND_bn,opening_cash,12000,synthetic,SYNTHETIC-MWG-FY2025,,manual,Illustrative fixture only
SYNTH_MWG_GROUP,2025-12-31,FY,consolidated,VND,VND_bn,ending_cash,15000,synthetic,SYNTHETIC-MWG-FY2025,,manual,Illustrative fixture only
SYNTH_MWG_GROUP,2025-12-31,FY,consolidated,VND,VND_bn,capex,-3500,synthetic,SYNTHETIC-MWG-FY2025,,manual,Illustrative fixture only
